,url,categories,season
206,https://www.thespruceeats.com/dirty-bird-cocktail-recipe-761039,"['Vodka Cocktails', 'American Food']",
207,https://www.thespruceeats.com/dirty-hornitini-recipe-760814,"['Tequila Cocktails', 'American Food']",
208,https://www.thespruceeats.com/dirty-martini-cocktail-recipe-759643,"['Gin Cocktails', 'Cocktails']",
209,https://www.thespruceeats.com/dirty-mother-cocktail-759428,"['Brandy Cocktails', 'Cocktails']",
210,https://www.thespruceeats.com/dorda-cafe-cocktail-chocolate-and-espresso-759150,['Liqueurs'],
211,https://www.thespruceeats.com/dorflinger-cocktail-recipe-760074,"['Gin Cocktails', 'American Food']",
212,https://www.thespruceeats.com/draculas-kiss-cherry-vodka-cola-761041,"['Vodka Cocktails', 'American Food']",
213,https://www.thespruceeats.com/dragons-heart-cocktail-recipe-760455,"['Rum Cocktails', 'Cocktails', 'American Food', 'Citrus Recipes']",
214,https://www.thespruceeats.com/dubonnet-cocktail-drink-like-the-queen-mother-759292,"['Gin Cocktails', 'European Food', 'British Food', 'Citrus Recipes', 'Cocktail Party Drinks']",
215,https://www.thespruceeats.com/dulce-de-leche-recipe-760513,"['Rum Cocktails', 'American Food']",
216,https://www.thespruceeats.com/dulce-de-tequila-recipe-760816,"['Tequila Cocktails', 'American Food', 'Citrus Recipes']",
217,https://www.thespruceeats.com/early-autumn-cocktail-recipe-760076,"['Cocktail Party Drinks', 'Cocktails', 'Apple Recipes', 'Citrus Recipes', 'Cocktail Party Recipes']",
218,https://www.thespruceeats.com/easter-bunny-cocktail-recipe-759648,"['Brandy Cocktails', 'American Food', 'Easter Recipes']",spring
219,https://www.thespruceeats.com/el-diablo-cocktail-recipe-760771,"['Tequila Cocktails', 'American Food', 'Citrus Recipes']",
220,https://www.thespruceeats.com/el-pepino-recipe-760817,"['Tequila Cocktails', 'American Food', 'Citrus Recipes', 'Vegetable Recipes']",
221,https://www.thespruceeats.com/el-presidente-recipe-759652,"['Rum Cocktails', 'American Food', 'Citrus Recipes', 'Pineapple Recipes']",
222,https://www.thespruceeats.com/elderflower-cocktail-recipe-759653,"['Cocktail Basics', 'American Food', 'Citrus Recipes']",
223,https://www.thespruceeats.com/electric-iced-tea-cocktail-761047,"['Vodka Cocktails', 'Cocktails', 'Tequila Cocktails', 'Gin Cocktails', 'Rum Cocktails']",
224,https://www.thespruceeats.com/embassy-cocktail-recipe-759431,"['Brandy Cocktails', 'American Food', 'Citrus Recipes']",
225,https://www.thespruceeats.com/emerald-isle-cocktail-recipe-759654,"['Gin Cocktails', 'Cocktails', ""St. Patrick's Day"", ""St. Patrick's Day Drinks""]",spring
226,https://www.thespruceeats.com/english-christmas-punch-recipe-with-rum-and-red-wine-760514,"['Alcoholic Punch Recipes', 'Rum Cocktails', 'Wine', 'Winter Drinks Cocktails', 'Christmas Drinks']",winter
227,https://www.thespruceeats.com/english-rose-recipe-759657,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
228,https://www.thespruceeats.com/envy-cocktail-recipe-759658,"['Tequila Cocktails', 'Mexican Food', 'Pineapple Recipes', 'Summer Cocktails']",summer
229,https://www.thespruceeats.com/espaloma-cocktail-recipe-760773,"['Tequila Cocktails', 'Cocktails', 'American Food', 'Citrus Recipes']",
230,https://www.thespruceeats.com/bacchus-espresso-martini-760515,"['Rum Cocktails', 'American Food']",
231,https://www.thespruceeats.com/espresso-martini-recipe-761050,"['Vodka Cocktails', 'Drinks & Cocktails', 'Cocktails', 'American Food']",
232,https://www.thespruceeats.com/eucalyptus-martini-recipe-760078,"['Gin Cocktails', 'Citrus Recipes', 'Cocktail Party Drinks']",
233,https://www.thespruceeats.com/eye-candy-cocktail-recipe-760048,"['Gin Cocktails', 'Cocktails', 'American Food', 'Citrus Recipes']",
234,https://www.thespruceeats.com/fabiola-cocktail-recipe-759432,"['Drinks & Cocktails', 'American Food']",
235,https://www.thespruceeats.com/fall-spice-cordial-recipe-761439,"['Whiskey Cocktails', 'American Food', 'Fall Drinks']",fall
236,https://www.thespruceeats.com/firefly-cocktail-recipe-759660,"['Vodka Cocktails', 'American Food', 'Citrus Recipes']",
237,https://www.thespruceeats.com/flaming-moe-flaming-homer-shot-759433,"['Brandy Cocktails', 'Drinks & Cocktails', 'Cocktails', 'Shot Recipes', 'American Food']",
238,https://www.thespruceeats.com/flirtini-with-vodka-and-champagne-759661,"['Vodka Cocktails', 'Cocktail Basics', 'Champagne & Sparkling Wines', 'Pineapple Recipes', 'Cocktail Party Drinks']",
239,https://www.thespruceeats.com/floating-on-cloud-9-recipe-759095,"['Vodka Cocktails', 'American Food']",
240,https://www.thespruceeats.com/floradora-cocktail-recipe-760079,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
241,https://www.thespruceeats.com/foghorn-cocktail-recipe-760023,"['Gin Cocktails', 'Cocktails', 'American Food', 'Citrus Recipes']",
242,https://www.thespruceeats.com/for-the-record-cocktail-recipe-759096,"['Vodka Cocktails', 'Citrus Recipes', 'Summer Cocktails']",summer
243,https://www.thespruceeats.com/forty-creek-caesar-recipe-761350,"['Whiskey Cocktails', 'American Food', 'Steak Recipes', 'Fruit Recipes', 'Tomatoes Recipes']",
244,https://www.thespruceeats.com/freddie-fuddpucker-cocktail-recipe-760820,"['Tequila Cocktails', 'American Food', 'Citrus Recipes']",
245,https://www.thespruceeats.com/french-75-champagne-cocktail-759295,"['Champagne & Sparkling Wines', 'Wine', 'American Food', 'Citrus Recipes', ""Mother's Day Recipes""]",spring
246,https://www.thespruceeats.com/french-connection-cocktail-recipes-759434,"['Brandy Cocktails', 'American Food']",
247,https://www.thespruceeats.com/french-martini-cocktail-recipe-760080,"['Gin Cocktails', 'Cocktails', 'French Food', 'Pineapple Recipes']",
248,https://www.thespruceeats.com/french-pear-martini-recipe-761054,"['Exploring French Food', 'Vodka Cocktails', 'French Food']",
249,https://www.thespruceeats.com/french-pearl-cocktail-recipe-760081,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
250,https://www.thespruceeats.com/french-quarter-smash-moonshine-cocktail-761362,"['Brandy Cocktails', 'Liqueurs', 'Berry Recipes', 'Citrus Recipes']",
251,https://www.thespruceeats.com/french-sparkle-recipe-760952,"['Vodka Cocktails', 'American Food', 'Fruit Recipes']",
252,https://www.thespruceeats.com/friar-tuck-cocktail-recipes-759663,"['Liqueurs', 'Cocktails']",
253,https://www.thespruceeats.com/fright-night-in-the-grove-cocktail-760774,"['Tequila Cocktails', 'American Food', 'Citrus Recipes', 'Halloween Drinks']",fall
254,https://www.thespruceeats.com/frisco-49-recipe-760024,"['Gin Cocktails', 'Wine Recipes', 'Citrus Recipes', 'Cocktail Party Drinks']",
255,https://www.thespruceeats.com/frisco-sour-cocktail-recipe-759666,"['Whiskey Cocktails', 'American Food', 'Citrus Recipes']",
256,https://www.thespruceeats.com/frog-in-a-blender-recipe-761055,"['Vodka Cocktails', 'American Food', 'Citrus Recipes']",
257,https://www.thespruceeats.com/frostbite-cocktail-recipe-760821,"['Tequila Cocktails', 'American Food']",
258,https://www.thespruceeats.com/frozen-lime-daiquiri-recipe-759296,"['Rum Cocktails', 'American Food', 'Citrus Recipes']",
259,https://www.thespruceeats.com/frozen-lime-margarita-recipe-759665,"['Tequila Cocktails', 'American Food', 'Citrus Recipes']",
260,https://www.thespruceeats.com/frozen-pina-colada-recipe-759297,"['Rum Cocktails', 'Caribbean Food', 'Citrus Recipes', 'Pineapple Recipes', 'Summer Cocktails']",summer
261,https://www.thespruceeats.com/fuzzy-navel-cocktail-759298,"['Liqueurs', 'Drinks & Cocktails', 'Cocktails', 'Cocktail Basics', 'American Food']",
262,https://www.thespruceeats.com/basil-haydens-game-set-match-cocktail-761331,"['Whiskey Cocktails', 'Cocktails', 'American Food', 'Vegetable Recipes']",
263,https://www.thespruceeats.com/garden-patch-smash-recipe-760775,"['Tequila Cocktails', 'Rum Cocktails', 'Berry Recipes', 'Citrus Recipes']",
264,https://www.thespruceeats.com/georgia-on-my-mind-cocktail-recipe-761352,"['Exploring Southern Food', 'Whiskey Cocktails', 'Peach Recipes', 'Vegetable Recipes']",
265,https://www.thespruceeats.com/german-vacation-recipe-759240,"['Liqueurs', 'Rum Cocktails', 'Citrus Recipes', 'Summer Cocktails']",summer
266,https://www.thespruceeats.com/ghost-tini-recipe-760953,"['Vodka Cocktails', 'American Food', 'Vegetable Recipes']",
267,https://www.thespruceeats.com/ghostbuster-cocktail-recipe-759668,"['Liqueurs', 'Halloween Drinks']",fall
268,https://www.thespruceeats.com/gibson-cocktail-recipe-759669,"['Gin Cocktails', 'American Food', 'Vegetable Recipes']",
269,https://www.thespruceeats.com/gimlet-cocktail-recipe-759304,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
270,https://www.thespruceeats.com/gin-and-it-recipe-759299,"['Gin Cocktails', 'American Food']",
271,https://www.thespruceeats.com/gin-and-sin-recipe-759671,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
272,https://www.thespruceeats.com/gin-and-tonic-recipe-759300,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
273,https://www.thespruceeats.com/gin-buck-cocktail-recipe-760082,"['Gin Cocktails', 'Cocktails', 'Citrus Recipes']",
274,https://www.thespruceeats.com/gin-fizz-recipe-759670,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
275,https://www.thespruceeats.com/gin-rickey-recipe-760083,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
276,https://www.thespruceeats.com/classic-gin-sling-cocktail-recipe-760084,"['Gin Cocktails', 'Drinks & Cocktails', 'Cocktails', 'Citrus Recipes', 'Recipes By Course']",
277,https://www.thespruceeats.com/hot-gin-toddy-recipe-760085,"['Gin Cocktails', 'Citrus Recipes', 'Winter Drinks Cocktails']",winter
278,https://www.thespruceeats.com/ginger-julep-68-fastback-recipe-759024,"['Whiskey Cocktails', 'Citrus Recipes']",
279,https://www.thespruceeats.com/ginger-martini-recipe-761060,"['Vodka Cocktails', 'Cocktails', 'Citrus Recipes']",
280,https://www.thespruceeats.com/ginger-snap-martini-761062,"['Vodka Cocktails', 'Drinks & Cocktails', 'American Food', 'Winter Drinks Cocktails', 'Christmas Drinks']",winter
281,https://www.thespruceeats.com/ginger-sour-cocktail-recipe-761061,"['Vodka Cocktails', 'Mixology & Techniques', 'American Food', 'Citrus Recipes']",
282,https://www.thespruceeats.com/ginger-tea-recipe-759436,"['Brandy Cocktails', 'American Food']",
283,https://www.thespruceeats.com/pama-ginger-tini-cocktail-recipe-761123,"['Vodka Cocktails', 'Cocktails', 'Citrus Recipes']",
284,https://www.thespruceeats.com/gingerbread-man-tini-recipe-761059,"['Vodka Cocktails', 'Citrus Recipes', 'Christmas Drinks']",winter
285,https://www.thespruceeats.com/ginspresso-martini-761063,"['Gin Cocktails', 'American Food']",
286,https://www.thespruceeats.com/smorgas-chefs-glogg-recipe-759405,"['Alcoholic Punch Recipes', 'Rum Cocktails', 'Scandinavian Food', 'Christmas Drinks']",winter
287,https://www.thespruceeats.com/goblet-of-fire-cocktail-recipe-760459,"['Liqueurs', 'Cocktails', 'Rum Cocktails']",
288,https://www.thespruceeats.com/godfather-cocktail-recipe-761446,"['Whiskey Cocktails', 'American Food']",
289,https://www.thespruceeats.com/godmother-cocktail-recipe-761065,"['Vodka Cocktails', 'Cocktails']",
290,https://www.thespruceeats.com/gold-rush-cocktail-recipe-761356,"['Whiskey Cocktails', 'Citrus Recipes']",
291,https://www.thespruceeats.com/golden-cadillac-recipe-759301,"['Liqueurs', 'American Food']",
292,https://www.thespruceeats.com/golden-cappuccino-martini-761064,"['Drinks & Cocktails', 'American Food']",
293,https://www.thespruceeats.com/golden-dream-cocktail-recipe-759302,"['Liqueurs', 'American Food', 'Citrus Recipes']",
294,https://www.thespruceeats.com/moet-golden-glamour-recipe-759676,"['Drinks & Cocktails', 'American Food']",
295,https://www.thespruceeats.com/golden-margarita-recipe-759677,"['Tequila Cocktails', 'Cocktails', 'Citrus Recipes']",
296,https://www.thespruceeats.com/gombo-mixed-drink-recipe-760460,"['Rum Cocktails', 'Cocktails', 'Citrus Recipes']",
297,https://www.thespruceeats.com/good-luck-charm-761447,"['Whiskey Cocktails', 'Cocktails', 'American Food', 'Vegetable Recipes']",
298,https://www.thespruceeats.com/grand-rum-toddy-760524,"['Rum Cocktails', 'American Food', 'Citrus Recipes']",
299,https://www.thespruceeats.com/grasshopper-cocktail-recipe-759305,"['Cocktail Basics', 'Cocktails', 'American Food']",
300,https://www.thespruceeats.com/the-great-pumpkin-cocktail-recipe-761390,"['Whiskey Cocktails', 'American Food', 'Citrus Recipes', 'Fall Drinks']",fall
301,https://www.thespruceeats.com/green-beer-recipe-353182,"['Beer Basics', 'Beer', ""St. Patrick's Day Drinks""]",
302,https://www.thespruceeats.com/green-dublin-apple-cocktail-recipe-4156979,"['Drinks & Cocktails', 'Cocktails', 'Whiskey Cocktails', 'Liqueurs']",
303,https://www.thespruceeats.com/green-gin-giant-cocktail-recipe-760026,"['Gin Cocktails', 'Citrus Recipes', 'Vegetable Recipes']",
304,https://www.thespruceeats.com/greyhound-cocktail-recipe-759306,"['Vodka Cocktails', 'American Food', 'Citrus Recipes']",
305,https://www.thespruceeats.com/grinch-cocktai-fruity-green-drink-759682,"['Liqueurs', 'Cocktails', 'Cocktail Party Drinks', 'Christmas Drinks']",winter
306,https://www.thespruceeats.com/guadalajara-cocktail-recipe-760824,"['Tequila Cocktails', 'American Food']",
307,https://www.thespruceeats.com/gummi-bear-margarita-recipe-760825,"['Tequila Cocktails', 'American Food', 'Fruit Recipes', 'Cocktail Party Drinks']",
308,https://www.thespruceeats.com/gummy-bear-martini-recipe-759120,"['Vodka Cocktails', 'American Food']",
309,https://www.thespruceeats.com/gunpowder-gimlet-recipe-760027,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
310,https://www.thespruceeats.com/habanero-blood-orange-margarita-recipe-760776,"['Tequila Cocktails', 'Cocktails', 'American Food', 'Citrus Recipes']",
311,https://www.thespruceeats.com/habanero-martini-recipe-760826,"['Exploring Mexican Food', 'Tequila Cocktails']",
312,https://www.thespruceeats.com/hair-of-the-dog-hangover-cocktail-760088,"['Gin Cocktails', 'Cocktails', 'Citrus Recipes']",
313,https://www.thespruceeats.com/hairy-navel-cocktail-recipe-761071,"['Vodka Cocktails', 'Breakfast & Brunch', 'Cocktails', 'American Food', 'Citrus Recipes']",
314,https://www.thespruceeats.com/midori-halloween-harvest-punch-recipe-760525,"['Alcoholic Punch Recipes', 'Rum Cocktails', 'American Food', 'Apple Recipes', 'Citrus Recipes']",
315,https://www.thespruceeats.com/halloween-hpnotist-recipe-761076,"['Vodka Cocktails', 'American Food', 'Citrus Recipes', 'Halloween Drinks']",fall
316,https://www.thespruceeats.com/happy-new-year-cocktail-recipe-759437,"['Brandy Cocktails', 'Champagne & Sparkling Wines', 'Citrus Recipes', ""New Year's Drinks""]",winter
317,https://www.thespruceeats.com/harvey-wallbanger-recipe-759308,"['Vodka Cocktails', 'Drinks & Cocktails', 'Cocktails', 'American Food', 'Citrus Recipes']",
318,https://www.thespruceeats.com/hawaiian-iced-tea-recipe-761073,"['Vodka Cocktails', 'American Food', 'Pineapple Recipes']",
319,https://www.thespruceeats.com/hawaiian-margarita-frozen-759686,"['Tequila Cocktails', 'American Food', 'Berry Recipes', 'Pineapple Recipes']",
320,https://www.thespruceeats.com/hello-kitty-cocktail-recipe-761074,"['Vodka Cocktails', 'American Food']",
321,https://www.thespruceeats.com/hemingway-daiquiri-recipe-760527,"['Rum Cocktails', 'Caribbean Food', 'Citrus Recipes']",
322,https://www.thespruceeats.com/hennessy-hot-cocoa-recipe-759397,"['Brandy Cocktails', 'French Food', 'Winter Drinks Cocktails']",winter
323,https://www.thespruceeats.com/classic-highball-cocktail-recipe-761448,"['Whiskey Cocktails', 'Cocktail Basics', 'American Food']",
324,https://www.thespruceeats.com/highland-margarita-recipe-760827,"['Liqueurs', 'Cocktails', 'Tequila Cocktails', 'Citrus Recipes']",
325,https://www.thespruceeats.com/holiday-hopper-cocktail-recipe-759688,"['Liqueurs', 'Drinks & Cocktails', 'Cocktails', 'Christmas Drinks']",winter
326,https://www.thespruceeats.com/ciroc-holiday-spice-cocktail-recipe-760947,"['Vodka Cocktails', 'Cocktails', 'Fruit Recipes', 'Pineapple Recipes', 'Christmas Drinks']",winter
327,https://www.thespruceeats.com/the-hollywood-vodka-and-pineapple-drink-recipe-761077,"['Cocktails', 'Vodka Cocktails', 'American Food', 'Pineapple Recipes', 'Cocktail Party Drinks']",
328,https://www.thespruceeats.com/hollywood-martini-recipe-761078,"['Vodka Cocktails', 'American Food', 'Pineapple Recipes']",
329,https://www.thespruceeats.com/homecoming-caipirinha-recipe-760528,"['Rum Cocktails', 'Apple Recipes', 'Citrus Recipes', 'Fall Drinks']",fall
330,https://www.thespruceeats.com/homemade-eggnog-traditional-recipe-759687,"['Brandy Cocktails', 'American Food', 'Winter Recipes', 'Winter Drinks Cocktails', 'Christmas Drinks']",winter
331,https://www.thespruceeats.com/honey-deuce-cocktail-recipe-761079,"['Vodka Cocktails', 'American Food', 'Summer Cocktails']",summer
332,https://www.thespruceeats.com/honeymoon-cocktail-recipe-759438,"['Cocktails', 'American Food', 'Citrus Recipes', 'Cheese Recipes']",
333,https://www.thespruceeats.com/horny-bull-recipe-760828,"['Liqueurs', 'Tequila Cocktails', 'American Food', 'Citrus Recipes']",
334,https://www.thespruceeats.com/horses-neck-recipe-759307,"['Whiskey Cocktails', 'Cocktails', 'American Food']",
335,https://www.thespruceeats.com/hot-applie-pie-cocktail-759690,"['Liqueurs', 'Apple Recipes', 'Fall Drinks']",fall
336,https://www.thespruceeats.com/hot-apple-toddy-recipe-761449,"['Whiskey Cocktails', 'American Food', 'Apple Recipes', 'Citrus Recipes']",
337,https://www.thespruceeats.com/hot-buttered-rum-recipe-759309,"['Rum Cocktails', 'American Food', 'Winter Drinks Cocktails']",winter
338,https://www.thespruceeats.com/hot-buttered-whiskey-winter-favorite-4119061,"['Whiskey Cocktails', 'Winter Drinks Cocktails', 'Cocktails']",winter
339,https://www.thespruceeats.com/hot-cinn-apple-toddy-761358,"['Whiskey Cocktails', 'American Food', 'Apple Recipes', 'Citrus Recipes']",
340,https://www.thespruceeats.com/hot-gin-punch-recipes-760029,"['Gin Cocktails', 'Alcoholic Punch Recipes', 'Citrus Recipes', 'Pineapple Recipes', 'Cocktail Party Drinks']",
341,https://www.thespruceeats.com/hot-ginger-toddy-761444,"['Whiskey Cocktails', 'American Food', 'Citrus Recipes', 'Winter Drinks Cocktails']",winter
342,https://www.thespruceeats.com/hot-gold-apple-cider-cocktail-recipe-760530,"['Rum Cocktails', 'Apple Recipes', 'Fall Drinks', 'Winter Drinks Cocktails']",fall
343,https://www.thespruceeats.com/hot-peppermint-patty-recipe-759691,"['American Food', 'Cocktails', 'Winter Drinks Cocktails']",winter
344,https://www.thespruceeats.com/hot-toddy-759692,"['Fall Drinks', 'Whiskey Cocktails', 'American Food', 'Citrus Recipes']",fall
345,https://www.thespruceeats.com/hpnotiq-margarita-recipe-760829,"['Tequila Cocktails', 'Mexican Food', 'Citrus Recipes']",
346,https://www.thespruceeats.com/hunters-cocktail-recipe-761450,"['Whiskey Cocktails', 'Cocktails', 'Fall Drinks']",fall
347,https://www.thespruceeats.com/hurricane-cocktail-recipe-759275,"['Rum Cocktails', 'American Food', 'Drinks & Cocktails', 'Cocktails', 'Citrus Recipes']",
348,https://www.thespruceeats.com/iceberg-cocktail-recipe-759693,"['Cocktail Basics', 'American Food']",
349,https://www.thespruceeats.com/idonis-cocktail-recipe-759695,"['Brandy Cocktails', 'Vodka Cocktails', 'Pineapple Recipes']",
350,https://www.thespruceeats.com/imperial-martini-recipe-759310,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
351,https://www.thespruceeats.com/imperial-or-whiskey-fizz-recipe-759697,"['Whiskey Cocktails', 'American Food', 'Citrus Recipes']",
352,https://www.thespruceeats.com/in-and-out-lemontini-761082,"['Vodka Cocktails', 'American Food', 'Citrus Recipes']",
353,https://www.thespruceeats.com/in-and-out-martini-recipe-759698,"['Gin Cocktails', 'Cocktails']",
354,https://www.thespruceeats.com/independence-day-mojito-cocktail-recipe-760464,"['Rum Cocktails', 'July 4th Recipes', 'July 4th Drinks']",summer
355,https://www.thespruceeats.com/inside-scoop-cocktail-recipe-759156,['Liqueurs'],
356,https://www.thespruceeats.com/irish-cactus-cocktail-recipe-759702,"['Liqueurs', 'Tequila Cocktails', 'American Food']",
357,https://www.thespruceeats.com/original-irish-coffee-recipe-759311,"['Whiskey Cocktails', 'European Food']",
358,https://www.thespruceeats.com/irish-encounter-recipe-760486,"['Rum Cocktails', 'American Food', 'Banana Recipes', ""St. Patrick's Day Drinks""]",spring
359,https://www.thespruceeats.com/irish-eyes-cocktail-recipe-759703,"['Whiskey Cocktails', 'Drinks & Cocktails', 'Cocktails', ""St. Patrick's Day Drinks""]",spring
360,https://www.thespruceeats.com/irish-gold-whiskey-761452,"['Liquor & Product Reviews', 'Whiskey Cocktails', 'Citrus Recipes', 'Peach Recipes']",
361,https://www.thespruceeats.com/baileys-irish-ice-cocktail-759552,"['Coffee', 'Cocktails', 'Liqueurs', ""St. Patrick's Day Drinks""]",spring
362,https://www.thespruceeats.com/irish-martini-cocktail-recipe-759705,"['Whiskey Cocktails', 'Vodka Cocktails', 'American Food', 'Citrus Recipes']",
363,https://www.thespruceeats.com/bushmills-irish-punch-recipe-760226,"['Whiskey Cocktails', 'Alcoholic Punch Recipes', 'European Food', 'Citrus Recipes', 'Winter Drinks Cocktails']",winter
364,https://www.thespruceeats.com/irish-tea-party-cocktail-recipe-761453,"['Whiskey Cocktails', 'Citrus Recipes', ""St. Patrick's Day Drinks""]",spring
365,https://www.thespruceeats.com/irish-winter-cocktail-recipe-761454,"['Whiskey Cocktails', 'American Food']",
366,https://www.thespruceeats.com/italian-coffee-cocktail-recipe-759555,"['Liqueurs', 'American Food', 'Italian Cooking Basics']",
367,https://www.thespruceeats.com/jack-o-lantern-cocktail-recipe-759441,"['Brandy Cocktails', 'American Food', 'Citrus Recipes', 'Halloween Drinks']",fall
368,https://www.thespruceeats.com/jack-rose-cocktail-recipe-759708,"['Whiskey Cocktails', 'American Food', 'Citrus Recipes', 'Cheese Recipes']",
369,https://www.thespruceeats.com/jalapeno-margarita-recipe-760832,"['Tequila Cocktails', 'American Food', 'Citrus Recipes']",
370,https://www.thespruceeats.com/jalisco-high-tea-recipe-760833,"['Tequila Cocktails', 'American Food', 'Citrus Recipes']",
371,https://www.thespruceeats.com/jamaica-hibiscus-margarita-recipe-760834,"['Tequila Cocktails', 'American Food', 'Citrus Recipes']",
372,https://www.thespruceeats.com/japanese-cherry-blossom-margarita-760836,"['Tequila Cocktails', 'American Food', 'Citrus Recipes']",
373,https://www.thespruceeats.com/japanese-cocktail-recipe-759442,"['Brandy Cocktails', 'Cocktails', 'American Food', 'Citrus Recipes']",
374,https://www.thespruceeats.com/japanese-slipper-recipe-759710,"['Liqueurs', 'Citrus Recipes']",
375,https://www.thespruceeats.com/jean-harlow-cocktail-recipe-759712,"['Rum Cocktails', 'Cocktails', 'American Food']",
376,https://www.thespruceeats.com/jellyfish-cocktail-recipe-761085,"['Vodka Cocktails', 'American Food']",
377,https://www.thespruceeats.com/jet-pilot-cocktail-recipe-760532,"['Rum Cocktails', 'Cocktails', 'Citrus Recipes']",
378,https://www.thespruceeats.com/jim-beam-fruit-punch-761410,"['Whiskey Cocktails', 'Alcoholic Punch Recipes', 'American Food', 'Berry Recipes']",
379,https://www.thespruceeats.com/john-collins-whiskey-highball-recipe-759714,"['Whiskey Cocktails', 'American Food', 'Citrus Recipes', 'Cocktail Party Drinks']",
380,https://www.thespruceeats.com/jolly-rancher-vodka-cocktail-761086,"['Vodka Cocktails', 'Cocktails', 'Apple Recipes']",
381,https://www.thespruceeats.com/juan-collins-recipe-760837,"['Tequila Cocktails', 'American Food', 'Citrus Recipes']",
382,https://www.thespruceeats.com/kamikaze-cocktail-recipe-759313,"['Vodka Cocktails', 'American Food', 'Citrus Recipes']",
383,https://www.thespruceeats.com/kappa-colada-recipe-759444,"['Summer Cocktails', 'Drinks & Cocktails', 'American Food', 'Pineapple Recipes', 'Summer Recipes']",summer
384,https://www.thespruceeats.com/kentucky-coffee-with-bourbon-and-honey-4119064,"['Coffee', 'Whiskey Cocktails', 'American Food', 'Drinks & Cocktails', 'Non-Alcoholic Drinks']",
385,https://www.thespruceeats.com/kentucky-kiss-recipe-761458,"['Whiskey Cocktails', 'American Food', 'Berry Recipes', 'Citrus Recipes']",
386,https://www.thespruceeats.com/key-lime-pie-martini-761087,"['Vodka Cocktails', 'American Food', 'Citrus Recipes', 'Pineapple Recipes']",
387,https://www.thespruceeats.com/kir-and-kir-royale-recipe-759312,"['White Wines', 'Cocktails', 'Liqueurs', 'Wine']",
388,https://www.thespruceeats.com/kiwi-martini-recipe-761091,"['Vodka Cocktails', 'American Food']",
389,https://www.thespruceeats.com/knickerbocker-cocktail-recipe-760093,"['Gin Cocktails', 'American Food', 'Citrus Recipes', 'Cocktail Party Drinks']",
390,https://www.thespruceeats.com/kumquat-ginger-caipirinha-recipe-760536,"['Rum Cocktails', 'Cocktails', 'South American Food']",
391,https://www.thespruceeats.com/la-coloniale-recipe-760094,"['Gin Cocktails', 'Cocktails', 'Vegetable Recipes']",
392,https://www.thespruceeats.com/la-vie-en-rouge-cocktail-recipe-759723,"['Liqueurs', 'Cocktails', 'Citrus Recipes']",
393,https://www.thespruceeats.com/lady-liberty-cocktail-recipe-760465,"['Rum Cocktails', 'American Food', 'Citrus Recipes']",
394,https://www.thespruceeats.com/soho-lagoon-punch-recipe-759721,"['Alcoholic Punch Recipes', 'American Food']",
395,https://www.thespruceeats.com/lavender-lemon-drop-recipe-761094,"['Vodka Cocktails', 'American Food', 'Citrus Recipes']",
396,https://www.thespruceeats.com/lavender-martini-recipe-760097,"['Gin Cocktails', 'American Food']",
397,https://www.thespruceeats.com/lavender-sapphire-collins-760096,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
398,https://www.thespruceeats.com/leap-year-cocktail-recipe-760098,"['Gin Cocktails', 'American Food', 'Citrus Recipes']",
399,https://www.thespruceeats.com/lei-maker-cocktail-recipe-759401,"['Drinks & Cocktails', 'American Food', 'Pineapple Recipes']",
400,https://www.thespruceeats.com/rumchata-lemon-cake-mixed-drink-recipe-759158,"['Liqueurs', 'Cocktails', 'Vegetable Recipes']",
401,https://www.thespruceeats.com/lemon-drop-martini-recipe-759314,"['Vodka Cocktails', 'American Food', 'Citrus Recipes']",
402,https://www.thespruceeats.com/leprechaun-cocktail-recipe-761462,"['Whiskey Cocktails', 'American Food', 'Citrus Recipes']",
403,https://www.thespruceeats.com/liberal-cocktail-recipe-761463,"['Whiskey Cocktails', 'American Food', 'Citrus Recipes']",
404,https://www.thespruceeats.com/licorice-stick-cocktail-recipe-761099,"['Vodka Cocktails', 'American Food']",
405,https://www.thespruceeats.com/liquid-bourbon-ball-cocktail-recipe-761422,"['Whiskey Cocktails', 'Cocktails']",
406,https://www.thespruceeats.com/liquid-lust-recipe-760840,"['Tequila Cocktails', 'American Food', 'Fruit Recipes', 'Apple Recipes', 'Citrus Recipes']",
407,https://www.thespruceeats.com/peches-lita-grey-cocktail-recipe-760034,"['Gin Cocktails', 'Liqueurs', 'Citrus Recipes', 'Cocktail Party Drinks']",
408,https://www.thespruceeats.com/long-island-ice-tea-with-cranberry-761100,"['Vodka Cocktails', 'American Food', 'Cocktail Party Drinks']",
409,https://www.thespruceeats.com/long-island-iced-tea-and-variations-759315,"['Rum Cocktails', 'Drinks & Cocktails', 'Cocktails', 'Tequila Cocktails', 'Gin Cocktails']",
